data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
48269,6-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Publimetro Mexico; La Verdad; Milenio,"On 6 June 2019, in Zapopan, Jalisco, an unidentified armed group attacked a police officer who was off-duty. The man died in the attack.",1,1612548805
48281,5-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Pagina 24 Jalisco,"On 5 June 2019, in Guadalajara, Jalisco, a group of people marched to Casa Jalisco to protest against the local government and the way they have managed air pollution produced by vehicles. [size=no report]",0,1612548805
48300,5-Jun-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 05 June 2019, in Guadalajara, two men on a motorbike shot at a man driving his vehicle in colonia Morelos. 1 fatality.",1,1612548805
48409,1-Jun-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 01 June 2019, in Guadalajara, a man tried to find refuge in an mechanical workshop but was shot and killed by his three assailants in colonia Echeverria. 1 fatality.",1,1612548806
48425,1-Jun-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Reforma,"On 01 June 2019, in Guadalajara, thousands of members of the LGBT community marched against discrimination and homophobia. [size=thousands]",0,1612548806
48483,30-May-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Verdad,"On 30 May 2019, in Colonia Alvaro Obregon, Tlaquepaque, Jalisco, an armed man attacked a school director. The man died in the attack.",1,1612548806
48518,30-May-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 30 May 2019, in Zapopan, Jalisco, an unidentified armed group attacked a private security guard who was also a former police officer. The man died in the attack.",1,1612548806
48576,28-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Reforma,"On 28 May 2019, in Guadalajara, members of the ISSSTE protested against job cut. [size=no report]",0,1612548806
48629,27-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Mural,"On 27 May 2019, in Tlaquepaque, the body of a man who was tied was found in Fraccionamiento Real Tulipanes. 1 fatality.",1,1612548806
48670,25-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 25 May 2019, the body of a person wrapped in a bed sheet and tied was found in Huaxtla in Zapopan. 1 fatality.",1,1612548806
48742,23-May-19,2019,Strategic developments,Arrests,Police Forces of Mexico (2018-) Federal Police,Mexico,Chiapas,Tonala,Tonala,16.0914,-93.7518,El Norte,"As reported in 23 May 2019, in Tonala, Chiapas, Federal Police detained 32 migrants from Cuba, Honduras and El Salvador and delivered them to the National Migration Institute. The two alleged traffickers were arrested.",0,1612548807
48755,23-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio; Metro Mx,"On 23 May 2019, an armed individual on a motorcycle attacked four people in Colonia Valentin Gomez Farias in Guadalajara. Three men died and another one was injured in the attack.",3,1612548807
48809,21-May-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 21 May 2019, a body wrapped in a blanket was found in Colonia El Pedregal in Zapopan. Another body was found in black bags in Real de Valdepenas in Zapopan. 2 fatalities.",2,1612548807
48816,21-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 21 May 2019, residents of Las Canadas protested in front of the municipal palace in Zapopan demanding the suspension of the residential project La Reserva de las Canadas. [size=no report]",0,1612548807
48817,21-May-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 21 May 2019, the body of a man was found wrapped in bags in Colonia Rancho Nuevo in Guadalajara. 1 fatality.",1,1612548807
48868,20-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 20 May 2019, a man died, and two were injured in a shooting which occurred in Colonia Guayabitos in Tlaquepaque. The attacker was travelling in at least two cars. 1 fatality, 2 casualties.",1,1612548807
48906,18-May-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 18 May 2019, an unidentified armed group clashed with police officers in Colonia Basilio Badillo in Tonala. One member of the group was injured, another one was arrested and two other escaped.",0,1612548807
48919,18-May-19,2019,Riots,Violent demonstration,Rioters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,SDP Noticias; Milenio; El Universal (Mexico),"On 18 May 2019, a group of people demanded justice outside the Casa Jalisco in Guadalajara for the cases of disappeared girls. The people destroyed the door of the offices. [size=no report]",0,1612548807
48958,17-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Verdad; Milenio,"On 17 May 2019, police officers found in Tlaquepaque seven plastic bags with the human parts of at least two bodies.",2,1612548807
49026,15-May-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 15 May 2019, military forces reported being shot at by armed men in Colonia Loma Linda in Guadalajara. One Military was wounded and one assailant was killed. 1 fatality, 1 casualty.",1,1612548807
49067,14-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"On 14 May 2019, residents of Lerma, Chapala and Santiago and environmental activists gathered in Guadalajara to demand an answer from the authorities with regard to the contamination of water in the region. [size=no report]",0,1612548807
49132,12-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico),"Around 12 May 2019, several human bones and 7 skulls were found in a farm in colonia El Periodista in Guadalajara. According to preliminary investigations, a crime group tried to dissolve the bodies of several persons killed in this farm in acid.",7,1612548807
49143,11-May-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Mx,"On 11 May 2019, a man and a woman shot at a car in Tonala. A child was wounded from a lost bullet.",0,1612548807
49145,11-May-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio; Reforma; Mural,"On 11 May 2019, a group of at least 2 people attacked and killed a man and a boy in the Colonia Insurgentes in Guadalajara.",2,1612548807
49160,10-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 10 May 2019, a group of mothers protested in Guadalajara claiming justice and information for the cases of their disappeared sons and daughters. [size=no report]",0,1612548807
49166,10-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Reforma; Milenio,"On 10 May 2019, an unidentified armed group driving in two cars attacked a base of taxis in Tlaquepaque. Three drivers died in the attack.",3,1612548807
49197,8-May-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl; Mural,"On 8 May 2019, a man was found dead and covered with a blanket in Guadalajara.",1,1612548808
49209,8-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 8 May 2019, an unidentified armed group attacked two men inside a house in Tlaquepaque. According to police, in the residency, they found drug materials. Both men died in the attack.",2,1612548808
49223,7-May-19,2019,Strategic developments,Other,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,El Universal (Mexico),"On 07 May 2019, the bodies of 30 persons were found in colonia El Campanario in Zapopan.",0,1612548808
49242,7-May-19,2019,Strategic developments,Disrupted weapons use,Police Forces of Mexico (2018-) Ministerial Federal Police,Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,El Universal (Mexico),"On 07 May 2019, the Federal Ministerial police seized 48 long weapons, 71 small arms, 3,394 cartridges, 233 porters, cannon and grenades, bags of explosives from the CJNG in Zapopan.",0,1612548808
49287,5-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Publimetro Mexico; Milenio,"On 05 May 2019, 600 people participated in the so-called silent march in Guadalajara to protest against the policies of the President. [size=600]",0,1612548808
49325,4-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Norte,"On 04 May 2019, more than 200 people marched in Guadalajara to demand the legalisation of marihuana. [size=no report]",0,1612548808
49343,4-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Norte; Mural,"On 04 May 2019, about 150 students, researchers and academics marched in Guadalajara to demand greater resources for science, technology and culture. [size=150]",0,1612548808
49347,4-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 4 May 2019, two people escaped from a 'safe house' in Guadalajara and alerted the police officers, who rescued other seven people who were at the same place. All these people had been kidnapped and were found naked with injuries and parts of their bodies mutilated after being tortured during their kidnapping.",0,1612548808
49416,2-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Zona Franca,"On 2 May 2019, a group of musicians from the Philharmonic Youth Orchestra of Guadalajara protested playing music outside the Government Palace in Guadalajara demanding information about the disappearance of the members of their Orchestra. [size=no report]",0,1612548808
49435,2-May-19,2019,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,El Norte,"On 2 May 2019, in Zapopan, Jalisco, a French man was kidnapped in Los Cajetes colony. The next day he was found by police forces. He only had mild bruises. Injuries: 1",0,1612548808
49436,2-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 2 May 2019, a man was found dead in Zapopan. The body had the hands and the legs tied.",2,1612548808
49448,1-May-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Mural,"On 1 May 2019, a man was found dead in Zapopan. The body was burned.",1,1612548808
49461,1-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural; Metro Gdl,"On 1 May 2019, around 100 people, many of them police officers who were off-duty, marched in Guadalajara protesting against the assassination of police officers. [size=100]",0,1612548808
49463,1-May-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico); Mural,"On 1 May 2019, workers protested in Guadalajara to demand respect for labor's rights. [size=no report]",0,1612548808
49548,29-Apr-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural; Metro Gdl,"On 29 April 2019, an unidentified armed group attacked two men in Colonia Polanquito in Guadalajara from a car. Both men died in the attack.",2,1612548808
49565,29-Apr-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 29 April 2019, an unidentified armed group attacked a man in Tlaquepaque. The man died in the attack with a shot to the head (tiro de gracia).",1,1612548808
49588,28-Apr-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,AFP; Metro Gdl; La Jornada,"On 28 April 2019, an unidentified armed group attacked a group of people in the Colonia Del Carmen in Guadalajara. Six people died and one woman was injured in the attack. According to the police, the attack could be related to acts of revenge between criminal groups.",6,1612548808
49593,28-Apr-19,2019,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 28 April 2019, around 60 people led by social organizations that advocate for women rights protested outside Casa Jalisco in Guadalajara demanding justice for the recent cases of femicides. [size=60]",0,1612548808
49656,25-Apr-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Zocalo; El Norte,"On 25 April 2019, the body of a woman was found in Tonala, Jalisco. A 'narco message' was left next to her body. 1 fatality.",1,1612548809
49657,25-Apr-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 25 April 2019, in Tonala (Jalisco), a beheaded body with hands tied was found wrapped and taped with plastic bags in the Loma del Zalate (Ahuatan) colonia. No arrests were reported.",1,1612548809
49660,25-Apr-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 25 April 2019, in Tlaquepaque (Jalisco), two bodies were found inside plastic bags in the San Pedrito colonia. No arrests were reported.",1,1612548809
49663,25-Apr-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 25 April 2019, in Guadalajara (Jalisco), a body bearing signs of torture was found in the Porres Buenas street. No arrests were reported.",1,1612548809
49758,22-Apr-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On April 22, 2019, in Guadalajara, Jalisco, two armed men stabbed a beggar in La Aurora and set the house he was sleeping in on fire. There are no reports on the identity of the perpetrators nor crime motivation. No fatalities.",0,1612548809
